@relation 'datasets'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'لكن للأسف الشديد الرشوة استفحلت في مجتمعنا وأصبحت شيئا عاديا',neg
'كعادتها الدولة لاتحقق في الشكايات حتى تسقط الارواح ',neg
'أموال طائلة تصرف في الهباء كل سنة صفقات أسلحة ارضاءا للغرب',neg
'.مهمشين لا يهمكم إلى المساعدات الاجتماعية',neg
'المغاربة ياحبيبي حتى زيت الزيتون اصبح فوق الطاقة الشرائية ',neg
'النهاري وامثاله ياكلون الغلة ويلسون الملة ',neg
'المغاربة ماقادرين حتى على الخبز ، ما أذراك بأرگان ',neg
'إقرأ التاريخ يا جاهل .وعندئدين قول او لا تقول',neg
'وكواك على ثقافة الظلام! ',neg
'السي انهاري راك كتخربق. وكاتخرف. واش ماعندك مايدار',neg
'شوفو الجهل ديال العماري واش النهاري قال كلام ديال العيب قال كلام كلنا عارفينو',neg
'ولا سحور بابا عيشور ',neg
'إتهم الرجل التقي ااذي يخاف اللّٰه بالتكفير وهذا إفتراء وبهتان اللّٰه إسمح ليه',neg
'أنت مجرد رجل لا تجيد الكتابة ولا القراءة ومستواك الدراسي ضعيف جدا عجبا من نسبوك امين عام ورئيس منطقة وأن لاتستهل حتى شاوش إبقى بعيدا عن الفتوى في الدي',neg
'حوادث مميتة على الطريق بسبب الأشغال المستمرة منذ سنتين',neg
'كم يؤلمني أن ارى هؤلاء "الدكاترة على الورق" ... لا زين لا مجيب بكري !! فهاؤلاء لا يهمهم إلا راتب الأستاذ الجامعي',neg
'..اللهم رزقنا الصبر كما رزقته عبادك من قبل وأرنا المفسدين و الضالمين منا وفضحهم يا رحمان سبحانك',neg
' "الحقوق المهضومة" ',neg
' من العار أن يبقى ملف هؤلاء الدكاترة العاملين في قطاع التربية الوطنية عالقا في دهاليز الحكومة ووزارة التربية الوطنية...',neg
' مجموعة من الانتهازيين لا يؤمنون بمبدأ تكافئ الفرص وجدت فيهم البهلوني بنكيران و الحكومة الحل التقشفي',neg
' صبح من السهل إتهام الناس بالتكفير و الإرهاب كلما خالف أحدا رجال السلطة أو لم يتبع أهواءهم لو كانو يقرؤون كتاب الله لعلموا ',neg
' البحث العلمي أصبح مهزلة ',neg
' و الله حرام دكاترة في الشارع يحتجون في حين ان الخصاص مهول في الجامعات',neg
' للاسف النهاري وغيره من التكفيريين اخترقوا نسيجنا الاشعري وبداوا يكفرون ويحرمون على حسب ميزاجهم ',neg
' فقهاء الجهل لا تفوتهم فرصة إلا و باعدوا الإسلام عن زمانه و مكانه',neg
' خلاصة القول النهاري هو قنبلة هيدروجينية تهدد المغرب وامنه واستقراره ',neg
'  كفاكم غباءً ',neg
'  انها قمة الغباء ، من اراد ان يحتفل فلا احد يمنعه، ومن لم يرد ذالك فلا احد سيجبره على ذالك',neg
'  رأس السنة شأنها شأن عيد المولد النبوي بدع ومنكرات',neg
'  هنا بعض المعلقين وصلت بهم الغباء الى حد تجعله يهاجم النصارى',neg
'  حرم على راسك لي بغيت حنا لا تفرضش علينا شي حاجة سير حدا قبر النبي او بكي حتى تشبع . ',neg
'  الغرب النصارى الكفار ...لقد سئمنا من نفاقكم...إلى كنت رجل او عليك لكلام فل تقاطع الغرب الكافر بطائراته وأدويته واختراعاته..',neg
'الحرام والحلال لا نراه الا في الشكليات. ثقافة التخلف ستبقى لقرون أخرى. ',neg
' مياه عادمة تصب في نهر سبو هذه تعتبر فضيحة من العيار الثقيل لان نهر سبو يغذي الانسان والحيوان ويذهب لسد الوحدة ',neg
' فضيحة وجراءم في حق الانسان والحيوان والنبات ',neg
' كي لا تتشبه يا شيخنا بالكفار، كان عليك ان تحرم ايضا ادويتهم و طبهم و سياراتهم و حواسيبهم و هواتفهم و المكرفون الذي تخطب به و الانترنت التي نقرأ بها كرهكم للناس اجمعين ',neg
' لا اظن انه توجد مدن في العالم اقبح و ابشع من المدن المغربية.',neg
' دولة الفوضى سياسة حكومة بنكيران وبعد العثماني دمرت التعليم العالي',neg
' المواطن الفاسد',neg
' لاحظت أكثر المعلقين من بني صهيون',neg
'كل هذه المشاكل يتسبب فيها المواطن الفاسد، الذي لا يحترم قانون البناء في المدن',neg
'وإذا أسند الأمر إلى غير أهله فانتظر الساعة',neg
'لكن العيب ليس في العماري بل العيب في من انتخبوا عليه وأوصلوه كي يتصرف في أمورهم ',neg
'جرائم عمرانية واقتصادية واجتماعية في حق الشعب.',neg
'مدن تفتقر لابسط مقومات الحياة. لا توجد محاسبة ولا معاقبة في حق المسؤولين عن هذالجرائم. الوضع سيتفاقم اكثر. ',neg
'نتيجة سنوات التسيير السيئ لشباط ثم من بعده الأزمي، لا ننسى السابقون.',neg
'النقطة السوداء الوحيدة هي مجرى المياه العادمة التي تخدش عذرية الطبيعة و رونقها',neg
' يعاني التهميش والتحقير من طرف المسؤولين الدين تعاقبوا على تسيير المغرب مند الاستفلال الى يومنا هدا لا بنية تحتية لا منشآت لا ادارات لا كليات لا صناعة لا اسواق ولا هم يحزنون تتلقى الضربات والمصائب',neg
'الفقر والجوع والغلاء البطالة السبب الرئيسي في فاجعة الصويرة وغيرها',neg
'ولاتغطية الشمس بالغربال .فاجعة الصويرة تخفي من ورائها ملايين الصحايا من المغاربة الدين يتدورون جوعا.القفة كانت لصالح النساء دون الدكور .انها العنصرية . ',neg
'الله يستر ما كنتش تا نتيق بمرض الكرسي حتى لهاد الدرجة ، ولكن الان تاكدت منه وبالاخص عند المنافقين الاخوانيبن لي خربو الدول الاسلامية او ضحكو على شعوبها باسم الدين.',neg
'بديتو تاني يا صحافة المرقة والله لا صورتو شي حاجة من الوداد حينت بزاف عليكم',neg
'السبب هو الدولة التي ساهمت بشكل كبير في افقار الجهة وتنمية مناطق على حساب اخرى اكبر اقليم واقفر اقليم الدي هو شيشاوة',neg
'الفقر الفقر الفقر ',neg
'المغرب ليس زبونا وفيا لفرنسا بل مستعمرتها السابقة و الحالية. ',neg
'الفن تعفن لا لحن لا كلمات بحال اعمالهم بحال اخلاقهم بحال كمامرهم',neg
'كفاك عيش بالوهم والكذب عن نفسك قبل الاخرين.نعم اصبحنا شر امة اخرجت للناس بعدما قام العربي بقتل اخيه العربي وبعدما قام المسلم بقتل اخيه المسلم ',neg
'صحافة المجاري عودوها لامكم ديما وداد',neg
'ياربي السلامة علي مغرب كف دير لا حول ولا قوة إلا بالله العلي العظيم حسبنا الله ونعم الوكيل في هذ المسؤولين......؟؟؟ ',neg
'حسبي الله ونعم الوكيل محاولة خلق أعذار للفشل أعذار تافهة',neg
'قي لمغريب لمشروع الا مسمتو لحسان التاني اسميوه محمد السادس، لملك عند الحق اسمي لهشروع بسميتو الى مولو بمالو الخاص. ',neg
'المغرب مزال بعيدا عن هذه الصور والادعاءات .الى مدى يستفيد المواطن الفقير من هذه الأقما',neg
' القمر لا يسمن ولا يغني من جوع التعليم والصحة أولى بهذه الأموال اما اذا اردتم ان نقول بأننا ننافس اسبانيا وفرنسا في الفضاء فلكم ذالك نحن فعلا كذلك',neg
'الله أزيدكوم عداب في عداب',neg
'المشكل في المغاربة الخانزين لي ممربيينش',neg
'تحياتي للوداديين مع محب رجاوي هانية كورة فيها خسران ورباح كلشي ديال الله تحياتي لبيضاوة لحرار',neg
'لما تبنى المراحيض والحدائق والملاعب تكون من الطراز الرفيع فيمر منها الهمج المغربي فيسرقون الاقفل والصنابير ويقتلعون الرخام والمقاعد وكل ماهو جميل',neg
'⚪ غريب امركم يا صحافة العار وقنوات الصرف الصحي ',neg
'داكشي كبير عليكم ديال العالمي بقاو غير افريقي والله يخلف علي الحكام افارق ',neg
'المغربي يظن أنه وصل إلى القمة. وينسى البطولة الضعيفة والملاعب الكارثية. ما وصل إليه الوداد وراءه مدرب محنك. حملة مسعورة',neg
'#حربكم_فاشلة_فلاتحاولوا',neg
'لدينا تجارب لمثل مايقع الان من تشويش واشاعات وفتنة على المدرب وعلى اللاعبين نعم هناك أخطاء ',neg
'لاينبغي لصحفي يحترم نفسه ويحترم مهنته ان يطرح مثل هذا السؤال',neg
'الله يرحمنا والله يفضح جميع الغشاشين الذين يتلاعبون بميزانية الدولة واقصد هنا الجماعات المحلية. ',neg
'هذا السؤال لايطرح الا على رجل له زوجتان من احدى زوجاته',neg
'لا حول ولا قوة الا بالله اللهم ارحمه واجعل مثواه الجنة',neg
'ليسوا ارهابيين و لكنهم مخربون',neg
'مسجد الشعب المغربي المقهور',neg
'لدواعي امنية.تعني تفادي همجية بعض العقول الضعيفة.لا تجيد كيفية الحوار المتبادل',neg
'واخا جا فب مدينة وسخوها بلكلاب في سطوحة ديال لعمارات ولفاسد واستهلاك المخدرات',neg
'اكبر بلد مصدر للمخدرات',neg
'غدا تقول الصرف الصحي مبقاء عندكم ميتقال',neg
'الاردني لموسخ اخد درسا لن ينساه في سطيف واكل ما اكل الحمار صدقوا عندما قالوا عليه صعلوك فوقاش كنت تفهم شكون دخلك ميدي 1 واش تفهم في الصحافة',neg
'انت.مالك.خاسر.شي.حاجة..كهمك..نشر.وتصوير.التخريب.والاعتذاء.علي.الممتلكات.الخاصة.والعامة...هانت.فهمتي راك.عارف.كلشي . وعلاش...دواعي.امنية',neg
'الناظور لن تكون جميلة الى بإطلاق سراح المعتقلين ناصر زفزفي ومن معه الله يطلق سراحهم',neg
'مدينة سيدي افني معندها مع المنافقين او الشفارة لي داز مبقاش اعاود',neg
'اكبر واحد خارج علينا',neg
'سؤال يحمل في طياته كل الحقد و البغضاء للمغرب. اتمنى ان يتجاوز هذا الصحافي محنته الفكرية وان يعود الى وعيه.',neg
'سؤال يعبر على أن هذا الصحفي مريض وذو مستوى في الحضيض',neg
'ومادا تنتظر من الاغبياء الا مثل هده الاسءلة الغبية',neg
'يوم ممطر يفضح الكثير من الاختلالات......وليست المرة الاولى....فمتى رحمنا الله بالامطار الا وتظهر عيوب المقاولات في الطرقات بصفة خاصة',neg
'سؤال غبي و جواب ذكي صليبي ',neg
'سامسونغ لاانصح بشرائه ابدا ،اللهم اتي قد بلغت',neg
'أين نواب الأمة اللي منحت لهم الاصوات الانتخابية للدفاع على مصالحنا .؟؟؟',neg
'قولوا ليهم را المواطن يغتصب',neg
'وجدة تحتضر يا عثماني يا وزراء يا نواب الأمة ! انكم انتم من تصنعون الفتن',neg
' البطالة متفشية بشكل مهول والإقتصاد منهار ! إنكم مطلعون على كل شيء ولكن (ممسوقينش) !',neg
'تونس😢والله حشوما عليهم راس المسخ خارج من عندهم ما من المغرب العربي',neg
'السعودية الحاجة الوحيدة لمحتاجة من المغرب هم العاهرات المغربيات',neg
'شعب مكلخ',neg
'المواطن يغتصب من طرف الدولة',neg
'ويل الشيطان مال هدو تسعرو. هدشي لي ناقصنا حنى يكفي حريرتنا. فين الامن',neg
'قناة العمى تيڤي ليس شوف تيڤي قناة العار والكذب وإستحمار الشعب دائما تشعل الفتنة وهذا هو إختصاصها',neg
'ياله من شرير',neg
'باينة ف وجهم شريرات',neg
'كلامك تافه ومقرف',neg
'لا يفلح الساحر حيث اتى اللعنة على المشعودين',neg
'الله ستر العيب والله غفر لك',neg
'سبحان الله وجها ديال الشر حسبي الله ونعم الوكيل',neg
'لو كان الخوخ يداوي كون داوا راسو هذا مثل مغربي الجهل والامراض نفسية تغلب على بعض المريضات ويفعلن ما يفعلن ولكن لايفلح الساحر مهما عمل',neg
'تفوووووو على حالة وجاه النحس بحال الجنيات',neg
'تفو بنادم باقي جاهل ولكن صراحتاً هاد لولاد عجبوني فيها',neg
'لا حول ولا قوة الا بالله العلي العظيم الله يهدي من خلق',neg
'لا للعمل بالكونترا في التعليم',neg
'في العالم العربي دائمآ وخاصة سوريا وفلسطين واليمن ....... يموت من لا يستحق الموت على يد من لا يستحق الحياة',neg
'الله يلعن بشار',neg
'يا ستار ربي يستر اخوانا المغاربة ربي يكون في عونكم اخوكم من الجزائر',neg
'يا ربي تلطف بنا الله يرحم الناس لي ماتوا و يصبر اهلهم .',neg
'ان لله وان اليه راجعون ولا حول ولاقوة الابالله العلي العظيم',neg
'سبحان الله فاجعة وراء فاجعة الله يحفظ هذا البلد و شعبه',neg
'المهمشين في المغرب الامازيغ',neg
'سمحي لينا الوليدة ، راه القدس هو الول !!',neg
'رسالة مؤثرة جدا.. يريدونني ان اعتذر!',neg
'أمريكا بلد العنصرية والقذارة فعلا اشمئز من شعبها ذا الأغلبية القذرة',neg
'يلي بدو يدق الباب بدو يسمع الجواب',neg
'امريكا هي من صنعت الارهاب بالعالم كله',neg
'يلعن كرامتك أن بقي منها شيئ اصلآ ذليل قزم ذيل الكلب',neg
'جميع حكام العرب خونة بمعنى الكلمة و على رأسهم مصر و الاردن و السعودية و الإمارات و سوريا ثم يأتي باقى الأنظمة الفاسدة.... الله لا ترحم منهم أحد و انتقم لكل مسلم مظلوم',neg
'.. فيقوا يا عرب كفا من التخلف',neg
'هاد خياتنا باغيين يفرقوا المغاربة بأي طريقك',neg
'والدولة مسايرهم فخططهم الجهنمية',neg
'لا اعتز بكم كمغاربة مسلمين ',neg
'فيما قريب سنجد أنفسنا في وضع كوضع الدول الثنائية الهوية ويبدأ الصراع وتدخل الأجانب على أشده',neg
'المغرب في خطر وعنصريو الأمازيغية يلعبون بالنار وبمستقبل المغاربة ',neg
'الواقع وهوأن هؤلاء دخلوا مستنقعا لن يخرجوا منه بأي نتيجة ',neg
'الدولة تمارس ألعنصرية ضد مواطنيها هل نحن الأمازيغ مواطنين من الدرجة التانية',neg
'مكلخ لا يصدر إلا عن المكلخين',neg
'اويلي اش هاد العجب ياربي السلامه',neg
'هدا يدل على ان الجزاءر تموت حقدا من المغرب سمهم بارك فيهم',neg
'هذا صحافي مسكين الحقد والغل املئ قلبه',neg
'جواب كاف وشاف لا يفهمه الا اصحاب الفكر الراقي على سؤال ينم عن الحقد والكراهية فعلا سؤال بليد',neg
'مع من نحن !!! مخلوقات غريبة',neg
'سؤال غبي من صحافي أغبى،أظن أن هذا السؤال لا يرقى إلى المكان وإلى الشخص الذي طرح عليه،بل هذا مجرد كلام الشوارع لا غير',neg
'سؤال بايخ من صحفي جزائري سخيف بايخ يليق يقولو كما قالو رابح ماجر ',neg
'هذامن بين الأسباب التي جعلت ترامب يعترف بالقدس لإسرائيل. هذا الشتات وهذه الكراهية بين الشعوب العربية',neg
'و هاد ماكرون راه واحد الجحموم ماتقوش فيه راه فراسو غي فرانسا و المصلحة ديال فرنسا حذاري منه',neg
'ماتو جدودنا و ماتو والدينا و رانا خايفين نموتو و نخليو ولادنا تلعبو بيهم كيما تلعبو بينا..... المسلم أخو المسلم.',neg
'صحفي هاوي عنده ذماغ طفولي . وسؤال لا يمث بالاحترافية الصحافية. و الرد كان قاسي هههههه',neg
'يا سبحان الله يا سبحان الله البرلمان المغربي ',neg
'حكام العرب لم يعد همهم التطبيع او تطويع ﻻنهم ابدعوا في تجويع كل الشعوب',neg
'انه شيعي نعلة الله عليك استمتاع باختك ام امك يا حمار الزواج على سنة الله ورسوله',neg
'لمن سينسب الأطفال المترتبين عن هذه العلاقة الفاسدة؟',neg
'الناس كتموت بالجوع عطيهم غير ما ياكلو',neg
'هدا شئ فاش حدكين يالعرب شوفو الفلسطنين قبل خيول',neg
'لعنة الله عليك أنت فاسد و تدعو إلى الفساد',neg
'قبح الله ال سعود',neg
'والمغاربة يعانون من العبودية والذل مند عصور مضت',neg
'لم تجد اسمك ؟؟ يعني أنك لم تنجح بكل بساطة !!',neg
'الله يعفو علينا نهاجرو لإسرائيل او اروبا',neg
'كبير جدا عليهم اسم صيادلة و دكاترة هذه المهنة أصحابها تغلب عليهم الانسانية و لكن للأسف عندنا بالمغرب أصبحت مهنتهم شبيهة بالجزارين ',neg
'اظن ان مشكل الصحراء سوف يبقى بدون حل , حتى يرث الله وما عليها .',neg
'أكره كرها شديدا هدا البلد المغرب من اعماقي بسبب غياب الإنسانية عند صيادلة وأطباء المغاربة',neg
'اللهم اشف مرضانا...والطف بنا إنك انت الرحيييييم',neg
'ربما لا تفهم جيدا معنى الإنسانية وامثالك في تعليق عديدون',neg
'بعض تعاليق تبين نية شريرة وقلوب السوداء ومتاكد انهم يمتلكون صيدليات',neg
'انا اشفق على أبناء هذا الجيل فهم تائهون لا يعرفون طعما للحياة .فما جاءت به العولمة والانترنت والفضائيات أفسد وأجهز واعدم آخر عهد للحياة الجميلة والبساطة',neg
'بكل صراحة اكثر ما يحز في نفس الانسان ان ترى الصيادلة يتهافتون ويتملمون عن هتمش الربح بحجة ربح ضئيل ....ويتناسون بانهم يمصون دم المغاربة ويزيدينهوم معاناة',neg
'سلام تتكلمون على دكتور صيدلي تتاسفون له للارباح ولا احد يفكر مساعد صيدلي الذي لايوجد عنده حقوق ولاكن الله يمهل و لا يهمل',neg
'انها قمه الا ستبلاد و التلاعب بعقول الناس',neg
'لاحولة ولاقوة الا بالله. وكان هؤلاء الاطفال لييوا مغاربة. لايطلبون الا مأوى وتعليم. علموهم وابحثوا لهم عن شغل والا فانتظروا مزيدا من الاجرام بالشوارع',neg
'السياسة في بلادنا إمتداد للخديعة والمكر ومهما يكن اوصيك بأن تفجر امكاناتك الفكرية في العمل الإنساني الذي يتلاءم مع من يملك طيبوبة في القلب أما السياسة مسرحها ملوث وتفوح منه روائح كريهة أزكمت الانوف والصدور .',neg
'لا حول ولا قوة إلا بالله العلي العظيم مآسي أطفال وشباب في عمر الزهور تمزق القلب',neg
'العنف في المجتمع المغربي ينعكس على "التشرميل المدرسي"',neg
' الشباب يموت والا حول ولا قوة الا بالله',neg
' ليس مثل العقول الفارغة التي تدخل للبرلمان متعرف لا الف ولا باء وهمهم النهب والخداع والسرقة',neg
' نطلب لك التوفيق والنجاح من عند الله. الشيء الذي لا نفهمه هو لماذا الدولة لا تهتم بشؤون أصحاب الاحتياجات الخاصة في النقل ودخل شهري يحفظ لهم كرامتهم ويعوض لهم مكانتهم وحقهم داخل هذا الوطن.',neg
'موردا أنه في السنة الماضية تم إيواء عدد من المتشردين في أحد المراكز بالتزامن مع تواجد الملك بفاس قبل أن يطردوا منه مع مغادرة الملك للمدينة "',neg
'أطلب من العلي القدير أن ينتقم من هؤلاء الناس المسؤولين في الدنيا قبل الاخرة. أم الاخرة فلا مناص منها عند العلي القدير ',neg
' هنا يتظح جليا اننا لسنا بخير امه اخرجت للناس تدعو بالمعروف والنهي عن المنكر كما يدعي البعض. كيف نكون كذالك ونحن نترك اخوان لنا في هذه الحاله المئساويه. لا ابدا ثم لا ابدا. والسلام',neg
'أين الحكومة أين المؤسسات الاجتماعية أين الجمعيات التي أصبحت تسترزق على أبناء الشعب بدون تقديم أي شيء',neg
'المجمتمع المغربي مجتمع عنيف يعيش أزمات نفسية خطيرة و أمراض نفسية',neg
'يا للمفاجأة! العنف ينتج عنه المزيد من العنف و الحل هو المزيد من العنف في نظر بعض الناس',neg
'ولو غاب الوازع الديني ، فأين النخوة!! فعندما تصرف الملايين من أموال الضرائب على المهرجانات ثم الأسفار أليس الاولى احتواء هؤلاء و الرحمة بهم ! تحية لهسبريس و للقراء الكرام',neg
'لاحولة ولا قوة إلا بالله العلي لوكنأ مؤمنون وكنا نفعل ماآمرنا به الله ونعطي لكل ذي حق حقه والله ما ضاعت منى القدس الشريف ماذنب هذه الاطفال',neg
'الحمد لله الذي كفانا وآوانا فكم ممن لا كافي له و لا مؤوي، ما يحز في النفس أكثر و يندي الجبين حقا هو كيف ينام المسؤول و هو يعلم أن هناك أطفالا يسكنون الشوارع',neg
'إلى متى سيعامل المواطن كالحيوان أين الجهات المعنية بالحالات الإجتماعية .',neg
'كيف ندعي أننا ندمج الأفارقة و مواطنون مشردون في وطنهم ',neg
'العالم يتجه نحو المستقبل و نحن نتجه نحو الماضي',neg
'حقا انه اضاعة للفرص خاصة للشباب.',neg
'اضافة الى هذا فالمغرب بلد يمنع كل شيء له علاقة بالحرية والكرامة والعدالة للمواطنين والمواطنات. ',neg
'عن اي دبلوماسية روحية تتحدثون ؟ ',neg
'المغرب تتحكم فيه عصابات علي بابا والف لص تحتكر تهريب العملات والذهب وتستنزف خيرات البلاد',neg
'اين انت يا عمر يا خليفة رسول الله يا من اشبع بطون الفقراء قبل ان تشبع بطنه ..حسبنا الله ونعم الوكيل ..حسبنا الله ونعم الوكيل ..حسبنا الله ونعم الوكيل',neg
'لكن أي مسؤول عن هذا الوضع سيكون حسابه أمام الله ',neg
'. بلاد الخطوط الحمراء التي تجسد العبودية والاستبداد والديكتاتورية والفساد. فهذه العصابات ضيعت الكثير على المغاربة والمغرب والبيتكوين جزء من هذا الضياع.',neg
'للأسف أغاني عبد الحليم حافظ تجد فيها لحن و توزيع رائع...لكن الكلمات تافهة إذا استثنينا بعض الأغاني تعد على الأصابع.',neg
'لا الاه الا الله والله اكبر لكم الله يا اطفال المغرب المشردين فالحكومة منشغلة مع الافارقة لم يعد لها الوقت الكافي لكم ',neg
'أكبر عملية نصب و احتيال في تاريخ البشر. اذا لم تنكشف في العام المقبل فسوف تنكشف لا محالة بعد بضعة سنين و الخاسر الاكبر هي قطعان الشعوب.',neg
' خربتم البلاد من انتم !!!!',neg
' شوف هاد ولد الحرام عندو الصبر ديال شي حيوان مفترس ... هدا النوع ديال المجرمين خطير بزاف',neg
' يجب على المغفلين اصحاب القرار في المغرب الحبيب ان يفهمو ان العالم يسير الى الامام و لا يرجع الى الوراء.',neg
'المغرب لا يجيد شيءا سوى المنع او رفع الرسوم ',neg
'هاذ الظاهرة لقيتها منتشرة في اكادير تيزنيت.وماخفي اعظم .الثروة تقسم على المقاس في هذا البلد',neg
'لا حول ولا قوة الا بالله و المسيرين في هذا البلد يعيشون بخير ماذا نقول حسبي الله ونعم الوكيل',neg
'كنا في خيرية لايواء المتشردين فخرجنا منها لاننا لا نريد فقط الاكل والملبس والمبيث بل نريد التغلم والمدرسة ومهنة لنستقل بانفسنا ونعيش بمهنة ونفتح بيوتا لنا ونتزوج',neg
'قمر اصطناعي ب500 مليون يورو، تنظيم بطولات وتظاهرات لا جدوى منها، مشاريع ضخمة في افريقيا يستفيدوا منها فقط الاجانب، برلمانيون ومسؤولون يتمتعون بكل الامتيازات المادية والمالية واطفالنا يموتون بالبرد في الازقة والشوارع، كيف لا تكون كاعي في هذا البلد.',neg
'الأفارقة أولا حيث أوربا مراقبانا, من بعد ألمغاربة من بعد',neg
'لايستحق اللعب مع المنتخب حيت فاش كانو كايعيكو ليه كان كايدير لهم عراقيل واش نسيتو',neg
'لله مــــــــا أعـــطى و لله مـــا أخـــــــد',neg
' قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة في الامتحان',neg
'الناس تربح الملايير وانتم ماذا تربحون',neg
'هاد الحكومة مانفعتنا فوالو بالعكس ضرتنا وأذاتنا بزاف',neg
'رونالدو مستواه الفردي والفني ضعيف جدا وتقييمه دائما يعتمد على التهديف لانه لا يقدم شيء غيرها',neg
'نباحك هاذا يدل على انك جاهلة المتخلفة تاريخ الجزائر العضيم واصبح يدرس في اكبر جامعات الأمريكية ياغبيه ولن اطيلا معك الكلام',neg
'كل سنة شهداء بلا حساب حسبنا الله ونعم الوكيل',neg
'قناة الرذاءة بامتياز ولكن أين هم المثقفون والنخب والله حشمتونا بتحقيقاتكم الرذيءة مرة العادة السرية ومرة تشجعون على الفاسد افسدكم الله ولكن اين ذووو الألباب فلبالد',neg
'و الكدوب اكبر شعب حاقد على المغاربة هما مصر قاليك شعب طيب طز هاد القناة ظحكو على حمرتكم',neg
'ماشي شوف تلفزة هاذ القناة الجاهلة الرذيءة أنصح كل للأحرار والحرائر من شطبها والله الغني',neg
'صخافة العار !! لاحول ولا قوة الا بالله',neg
'إنها عاهرة من العاهرات الكبار',neg
'مصر بشعبها ورئسها خونة ابناء ألكلب.اكثرهم مشعودين وسحارة وآكبر دولة الفساد باش عايشين المصريين ب الفساد والدعارة',neg
'شوف تيفي كما عودتنا على الكدب وعناوين الجرائم والمثلين والدعارة هاهي ترجع لتفتري علينا الكدب',neg
'خطء من طرف المدرب',neg
'الله معاك والله يعطيك الصبر والصحة باش تكوني معاهم',neg
'ليس لهم المام بالثقافة العامة . المغرب يعرفه الكل . وهم في خبر كان',neg
'الفقر صعيب بزاف',neg
'زبن مصطنع غرور ونخوة على لخوة واكواك',neg
'خسرة للريال',neg
'هاد العتماني شخصيتو ضعيفة بزاف ومصالحش يكون رئيس الحكومة',neg
'قصة مُثيرة من عمق مدينة الدارالبيضاء لشابة تحكي بوجه مكشوف وبدموع الحكرة معاناته',neg
'هادي راها لموت وكيهضرو على حقهم من لبارح فصباح وهوما تحت الارض ميتين على لقمة لعيش وجبدوهم غي محسنين وقاية قاتلهم معنديش امكانيات',neg
'لانحتاج إلى من ينافق من جهة المغاربة نحن بتعاملنا بيننا سنكون بخير وخير من بعض الدول',neg
'ماتوا جوج دراري في بئر من آبار الفحم الحجري بحثا عن لقمة عيش',neg
'المغاربة ضامنوا معا فلسطين تجي دابة فلسطين ضامن معاكم ضامن معاكم في الفاجعة الي فاتت موت ديال خمسة عشرة امراة على قبال الدقيق',neg
'يفرحون بما ليس لهم و ما لا ينتمي لهم ',neg
'منظر رائع ولكين كين لا غلا والبشر ولي طماع فأي مكان في المملكة',neg
'هههه كيضحكوني بنو خرخر لي كيقولك الصحراء غربية مساكن جهدهم النباح ههه',neg
'ولا ولد الشعب النفاق عقنا بالقالب',neg
'شكرا شوف تيفي وشكرا لجميع الاغبياء لي مزال دايرين جيم لصفحتكم',neg
'العين بصيرة و اليد قصيرة',neg
'مزال صغير على فريق كالريال مدريد شوف غير الحركة الرياضية ديالو ههه',neg
'كتسخروا من شعب لمقهور مغلوب على أمره',neg
'خطة المدرب فشلت.',neg
'المغرب كلو زين ولكين الغلا والطمع ديار حالي',neg
'ابتزاز مفضوح',neg
'الموت يُفجع إعلامية مغربية في أقرب الناس إليها',neg
'شوفو الفقر ليكاين في المغرب',neg
'عصام الشوالي يتحسر على عدم مشاركة المغربي أشرف حكيمي كأول لاعب عربي في كلاسيكو الأرض',neg
'يا ربي صحافة الله يحرقكم',neg
'الله يخد فيهم الحق',neg
'لعنة الله عليكم و عليهم يا إعلام المجاري ... ما نفع مثل هذا الخبر غير إشهار الفسق و الفساق ...',neg
'موضوع تافه',neg
'غار الله يعفو وصافي',neg
'جد مؤثر..بعد 80 سنة لقاو راسهم عايشين فالزنقة..معاناة ساكنة حي مرشان بطنجة بعد الإفراغ في ليالي البرد القارس',neg
'فهاد لبلاد مبقا ميدار لحمير هما لقيدين سفينة ولي هدر على حقو مشا يغبر فلحبسات',neg
'يارب صوتكم يوصل للملك جزاكم الله خير برطاجوها يا اخوان باش ملك يشوف من حالهم راه هما جيران الملك ف طنجه',neg
'كا يبيعو الهضرى',neg
'واش فخبارك بلي شوف تفي هي الوحيدة لكدجيب معلومات قدام بيريمي دايزلهوم تاريخ الصلاحية',neg
'عندنا حكومة الملك وكفى',neg
'الخبيثات للخبيثين',neg
'هاد شوف تيفي مسكينة جريدة غير ناجحة و غير حاضية خبار الطيابات د الحمام',neg
'أنت رجول بارد بازف خصك تكون حار بحال بنكيران',neg
'شكون غادي يكون هاد الستاتي مفسد في الارض وبغيتي تريكتو تخرج صالحة يمهل ولا يهمل صدق الله العظيم وباقي ماشفتي والو ياموسطاش الكلب',neg
'طريقة تحليل الموضوع فاشلة',neg
'خسرو البنات و الدراري كلشي عاطيها الفودكا و التسكيرا',neg
'هذا دليل على ان لبلاد غادة بالحكومة او بلا حكومة داز بلوكاج 6 اشهر بلا حكومة آش وقع مشات لبلاد بخير صيفنا عيدنا الناس دوزات الكونجي الدراري دخلو يقراو',neg
'يااااربي سلط علينا شي دولة نتمنى الحرب بكترت ضلم في هاد البلاد',neg
'بعيدا عليك الحكومة بزاف اسي العتماني اومعندكش شخصيتها بحال بنكيران',neg
